zone,week,person,table,group,role
Zone 4,9,Person 3044,112,105,Scribe
Zone 4,9,Person 4727,112,105,Researcher
Zone 4,9,Person 550,112,105,
Zone 4,9,Person 4739,112,105,
Zone 4,9,Person 4524,112,105,
Zone 4,9,Person 2279,100,106,Leader
Zone 4,9,Person 3055,100,106,Scribe
Zone 4,9,Person 4777,100,106,Researcher
Zone 4,9,Person 3013,100,106,
Zone 4,9,Person 3084,100,106,
Zone 4,9,Person 4553,100,106,
Zone 4,9,Person 2281,110,107,Leader
Zone 4,9,Person 3878,110,107,Scribe
Zone 4,9,Person 4749,110,107,Researcher
Zone 4,9,Person 3862,110,107,
Zone 4,9,Person 3089,110,107,
Zone 4,9,Person 186,110,107,
Zone 4,9,Person 2300,104,108,Leader
Zone 4,9,Person 3897,104,108,Scribe
Zone 4,9,Person 3920,104,108,Researcher
Zone 4,9,Person 4719,104,108,
Zone 4,9,Person 567,104,108,
Zone 4,9,Person 4618,104,108,
Zone 4,9,Person 2304,103,109,Leader
Zone 4,9,Person 3095,103,109,Scribe
Zone 4,9,Person 3899,103,109,Researcher
Zone 4,9,Person 1385,103,109,
Zone 4,9,Person 3977,103,109,
Zone 4,9,Person 4593,103,109,
Zone 4,9,Person 2315,122,110,Leader
Zone 4,9,Person 3890,122,110,Scribe
Zone 4,9,Person 3047,122,110,Researcher
Zone 4,9,Person 651,122,110,
Zone 4,9,Person 4721,122,110,
Zone 4,9,Person 2717,122,110,
Zone 4,9,Person 2318,107,111,Leader
Zone 4,9,Person 4790,107,111,Scribe
Zone 4,9,Person 3060,107,111,Researcher
Zone 4,9,Person 632,107,111,
Zone 4,9,Person 653,107,111,
Zone 4,9,Person 303,107,111,
Zone 4,9,Person 2319,109,112,Leader
Zone 4,9,Person 3103,109,112,Scribe
Zone 4,9,Person 3118,109,112,Researcher
Zone 4,9,Person 3958,109,112,
Zone 4,9,Person 4774,109,112,
Zone 4,9,Person 199,109,112,
Zone 4,9,Person 2334,115,113,Leader
Zone 4,9,Person 3010,115,113,Scribe
Zone 4,9,Person 4756,115,113,Researcher
Zone 4,9,Person 3059,115,113,
Zone 4,9,Person 4769,115,113,
Zone 4,9,Person 4556,115,113,
Zone 4,9,Person 2335,108,114,Leader
Zone 4,9,Person 3113,108,114,Scribe
Zone 4,9,Person 3108,108,114,Researcher
Zone 4,9,Person 4849,108,114,
Zone 4,9,Person 4836,108,114,
Zone 4,9,Person 386,108,114,
Zone 4,9,Person 2336,111,115,Leader
Zone 4,9,Person 3911,111,115,Scribe
Zone 4,9,Person 3921,111,115,Researcher
Zone 4,9,Person 661,111,115,
Zone 4,9,Person 3943,111,115,
Zone 4,9,Person 3508,111,115,
Zone 4,9,Person 2350,114,116,Leader
Zone 4,9,Person 4800,114,116,Scribe
Zone 4,9,Person 3925,114,116,Researcher
Zone 4,9,Person 3070,114,116,
Zone 4,9,Person 648,114,116,
Zone 4,9,Person 402,114,116,
Zone 4,9,Person 2356,117,117,Leader
Zone 4,9,Person 3965,117,117,Scribe
Zone 4,9,Person 3999,117,117,Researcher
Zone 4,9,Person 1390,117,117,
Zone 4,9,Person 595,117,117,
Zone 4,9,Person 983,117,117,
Zone 4,9,Person 2364,119,118,Leader
Zone 4,9,Person 3042,119,118,Scribe
Zone 4,9,Person 3859,119,118,Researcher
Zone 4,9,Person 553,119,118,
Zone 4,9,Person 589,119,118,
Zone 4,9,Person 3719,119,118,
Zone 4,9,Person 2367,129,119,Leader
Zone 4,9,Person 3928,129,119,Scribe
Zone 4,9,Person 4785,129,119,Researcher
Zone 4,9,Person 4832,129,119,
Zone 4,9,Person 4799,129,119,
Zone 4,9,Person 1016,129,119,
Zone 4,9,Person 2371,116,120,Leader
Zone 4,9,Person 3934,116,120,Scribe
Zone 4,9,Person 3980,116,120,Researcher
Zone 4,9,Person 663,116,120,
Zone 4,9,Person 3937,116,120,
Zone 4,9,Person 2708,116,120,
Zone 4,9,Person 2380,118,121,Leader
Zone 4,9,Person 3133,118,121,Scribe
Zone 4,9,Person 3177,118,121,Researcher
Zone 4,9,Person 1364,118,121,
Zone 4,9,Person 4803,118,121,
Zone 4,9,Person 2715,118,121,
Zone 4,9,Person 2381,120,122,Leader
Zone 4,9,Person 3992,120,122,Scribe
Zone 4,9,Person 4015,120,122,Researcher
Zone 4,9,Person 1391,120,122,
Zone 4,9,Person 1381,120,122,
Zone 4,9,Person 3528,120,122,
Zone 4,9,Person 2397,121,123,Leader
Zone 4,9,Person 3131,121,123,Scribe
Zone 4,9,Person 3147,121,123,Researcher
Zone 4,9,Person 3172,121,123,
Zone 4,9,Person 641,121,123,
Zone 4,9,Person 2807,121,123,
Zone 4,9,Person 2400,123,124,Leader
Zone 4,9,Person 3155,123,124,Scribe
Zone 4,9,Person 4840,123,124,Researcher
Zone 4,9,Person 4861,123,124,
Zone 4,9,Person 4632,123,124,
Zone 4,9,Person 4608,123,124,
Zone 4,9,Person 2403,136,125,Leader
Zone 4,9,Person 3119,136,125,Scribe
Zone 4,9,Person 4835,136,125,Researcher
Zone 4,9,Person 4010,136,125,
Zone 4,9,Person 3102,136,125,
Zone 4,9,Person 2832,136,125,
Zone 4,9,Person 2404,124,126,Leader
Zone 4,9,Person 3161,124,126,Scribe
Zone 4,9,Person 3194,124,126,Researcher
Zone 4,9,Person 3158,124,126,
Zone 4,9,Person 4779,124,126,
Zone 4,9,Person 2848,124,126,
Zone 4,9,Person 2407,135,127,Leader
Zone 4,9,Person 3126,135,127,Scribe
Zone 4,9,Person 3174,135,127,Researcher
Zone 4,9,Person 4021,135,127,
Zone 4,9,Person 3106,135,127,
Zone 4,9,Person 3546,135,127,
Zone 4,9,Person 2409,125,128,Leader
Zone 4,9,Person 3120,125,128,Scribe
Zone 4,9,Person 4112,125,128,Researcher
Zone 4,9,Person 705,125,128,
Zone 4,9,Person 4559,125,128,
Zone 4,9,Person 4544,125,128,
Zone 4,9,Person 2417,127,129,Leader
Zone 4,9,Person 3136,127,129,Scribe
Zone 4,9,Person 4006,127,129,Researcher
Zone 4,9,Person 646,127,129,
Zone 4,9,Person 4659,127,129,
Zone 4,9,Person 3440,127,129,
Zone 4,9,Person 2421,133,130,Leader
Zone 4,9,Person 4856,133,130,Scribe
Zone 4,9,Person 4859,133,130,Researcher
Zone 4,9,Person 1463,133,130,
Zone 4,9,Person 3762,133,130,
Zone 4,9,Person 2890,133,130,
Zone 4,9,Person 2422,134,131,Leader
Zone 4,9,Person 3162,134,131,Scribe
Zone 4,9,Person 3193,134,131,Researcher
Zone 4,9,Person 4085,134,131,
Zone 4,9,Person 4701,134,131,
Zone 4,9,Person 3640,134,131,
Zone 4,9,Person 2423,128,132,Leader
Zone 4,9,Person 4871,128,132,Scribe
Zone 4,9,Person 3121,128,132,Researcher
Zone 4,9,Person 4897,128,132,
Zone 4,9,Person 4810,128,132,
Zone 4,9,Person 3527,128,132,
Zone 4,9,Person 2428,126,133,Leader
Zone 4,9,Person 4140,126,133,Scribe
Zone 4,9,Person 4160,126,133,Researcher
Zone 4,9,Person 704,126,133,
Zone 4,9,Person 3417,126,133,
Zone 4,9,Person 3623,126,133,
Zone 4,9,Person 2429,132,134,Leader
Zone 4,9,Person 4089,132,134,Scribe
Zone 4,9,Person 4108,132,134,Researcher
Zone 4,9,Person 788,132,134,
Zone 4,9,Person 3410,132,134,
Zone 4,9,Person 3672,132,134,
Zone 4,9,Person 2437,130,135,Leader
Zone 4,9,Person 4033,130,135,Scribe
Zone 4,9,Person 4883,130,135,Researcher
Zone 4,9,Person 4895,130,135,
Zone 4,9,Person 4583,130,135,
Zone 4,9,Person 4526,130,135,
Zone 4,9,Person 2438,131,136,Leader
Zone 4,9,Person 4037,131,136,Scribe
Zone 4,9,Person 3197,131,136,Researcher
Zone 4,9,Person 687,131,136,
Zone 4,9,Person 3413,131,136,
Zone 4,9,Person 4326,131,136,
Zone 4,9,Person 2442,144,137,Leader
Zone 4,9,Person 4046,144,137,Scribe
Zone 4,9,Person 4051,144,137,Researcher
Zone 4,9,Person 711,144,137,
Zone 4,9,Person 2846,144,137,
Zone 4,9,Person 4523,144,137,
Zone 4,9,Person 2449,137,138,Leader
Zone 4,9,Person 4858,137,138,Scribe
Zone 4,9,Person 4120,137,138,Researcher
Zone 4,9,Person 747,137,138,
Zone 4,9,Person 3545,137,138,
Zone 4,9,Person 3542,137,138,
Zone 4,9,Person 2454,138,139,Leader
Zone 4,9,Person 4878,138,139,Scribe
Zone 4,9,Person 4908,138,139,Researcher
Zone 4,9,Person 793,138,139,
Zone 4,9,Person 1264,138,139,
Zone 4,9,Person 4370,138,139,
Zone 4,9,Person 2478,141,140,Leader
Zone 4,9,Person 3195,141,140,Scribe
Zone 4,9,Person 3182,141,140,Researcher
Zone 4,9,Person 3240,141,140,
Zone 4,9,Person 2693,141,140,
Zone 4,9,Person 4381,141,140,
Zone 4,9,Person 2483,142,141,Leader
Zone 4,9,Person 4137,142,141,Scribe
Zone 4,9,Person 4923,142,141,Researcher
Zone 4,9,Person 3255,142,141,
Zone 4,9,Person 4265,142,141,
Zone 4,9,Person 3530,142,141,
Zone 4,9,Person 2484,139,142,Leader
Zone 4,9,Person 4916,139,142,Scribe
Zone 4,9,Person 4896,139,142,Researcher
Zone 4,9,Person 4179,139,142,
Zone 4,9,Person 3345,139,142,
Zone 4,9,Person 3533,139,142,
Zone 4,9,Person 2486,140,143,Leader
Zone 4,9,Person 4884,140,143,Scribe
Zone 4,9,Person 4208,140,143,Researcher
Zone 4,9,Person 748,140,143,
Zone 4,9,Person 4307,140,143,
Zone 4,9,Person 4389,140,143,
Zone 4,9,Person 2487,146,144,Leader
Zone 4,9,Person 3201,146,144,Scribe
Zone 4,9,Person 3265,146,144,Researcher
Zone 4,9,Person 798,146,144,
Zone 4,9,Person 2677,146,144,
Zone 4,9,Person 4494,146,144,
Zone 4,9,Person 2489,145,145,Leader
Zone 4,9,Person 4906,145,145,Scribe
Zone 4,9,Person 3208,145,145,Researcher
Zone 4,9,Person 3234,145,145,
Zone 4,9,Person 4515,145,145,
Zone 4,9,Person 3652,145,145,
Zone 4,9,Person 2492,148,146,Leader
Zone 4,9,Person 3184,148,146,Scribe
Zone 4,9,Person 3215,148,146,Researcher
Zone 4,9,Person 4213,148,146,
Zone 4,9,Person 2933,148,146,
Zone 4,9,Person 4596,148,146,
Zone 4,9,Person 2493,143,147,Leader
Zone 4,9,Person 3203,143,147,Scribe
Zone 4,9,Person 4125,143,147,Researcher
Zone 4,9,Person 1600,143,147,
Zone 4,9,Person 2719,143,147,
Zone 4,9,Person 3608,143,147,
Zone 4,9,Person 2496,147,148,Leader
Zone 4,9,Person 3213,147,148,Scribe
Zone 4,9,Person 4192,147,148,Researcher
Zone 4,9,Person 4229,147,148,
Zone 4,9,Person 2711,147,148,
Zone 4,9,Person 4423,147,148,
Zone 4,9,Person 2497,149,149,Leader
Zone 4,9,Person 3211,149,149,Scribe
Zone 4,9,Person 4193,149,149,Researcher
Zone 4,9,Person 1660,149,149,
Zone 4,9,Person 2926,149,149,
Zone 4,9,Person 4436,149,149,
Zone 4,9,Person 2499,152,150,Leader
Zone 4,9,Person 3289,152,150,Scribe
Zone 4,9,Person 4963,152,150,Researcher
Zone 4,9,Person 795,152,150,
Zone 4,9,Person 2932,152,150,
Zone 4,9,Person 3650,152,150,
Zone 4,9,Person 2501,151,151,Leader
Zone 4,9,Person 4945,151,151,Scribe
Zone 4,9,Person 4912,151,151,Researcher
Zone 4,9,Person 4973,151,151,
Zone 4,9,Person 4431,151,151,
Zone 4,9,Person 3628,151,151,
Zone 4,9,Person 2503,150,152,Leader
Zone 4,9,Person 4958,150,152,Scribe
Zone 4,9,Person 4184,150,152,Researcher
Zone 4,9,Person 806,150,152,
Zone 4,9,Person 4318,150,152,
Zone 4,9,Person 4412,150,152,
Zone 4,9,Person 2508,159,153,Leader
Zone 4,9,Person 3294,159,153,Scribe
Zone 4,9,Person 3292,159,153,Researcher
Zone 4,9,Person 3322,159,153,
Zone 4,9,Person 834,159,153,
Zone 4,9,Person 3626,159,153,
Zone 4,9,Person 2511,156,154,Leader
Zone 4,9,Person 4988,156,154,Scribe
Zone 4,9,Person 4955,156,154,Researcher
Zone 4,9,Person 1572,156,154,
Zone 4,9,Person 3665,156,154,
Zone 4,9,Person 3646,156,154,
Zone 4,9,Person 2516,153,155,Leader
Zone 4,9,Person 4949,153,155,Scribe
Zone 4,9,Person 4951,153,155,Researcher
Zone 4,9,Person 4919,153,155,
Zone 4,9,Person 3772,153,155,
Zone 4,9,Person 3702,153,155,
Zone 4,9,Person 2521,155,156,Leader
Zone 4,9,Person 4914,155,156,Scribe
Zone 4,9,Person 4128,155,156,Researcher
Zone 4,9,Person 4223,155,156,
Zone 4,9,Person 2785,155,156,
Zone 4,9,Person 4541,155,156,
Zone 4,9,Person 2528,154,157,Leader
Zone 4,9,Person 4167,154,157,Scribe
Zone 4,9,Person 4227,154,157,Researcher
Zone 4,9,Person 22,154,157,
Zone 4,9,Person 4313,154,157,
Zone 4,9,Person 3728,154,157,
Zone 4,9,Person 2532,158,158,Leader
Zone 4,9,Person 4183,158,158,Scribe
Zone 4,9,Person 4206,158,158,Researcher
Zone 4,9,Person 3333,158,158,
Zone 4,9,Person 3389,158,158,
Zone 4,9,Person 4495,158,158,
Zone 4,9,Person 2533,167,159,Leader
Zone 4,9,Person 3263,167,159,Scribe
Zone 4,9,Person 4993,167,159,Researcher
Zone 4,9,Person 3321,167,159,
Zone 4,9,Person 4706,167,159,
Zone 4,9,Person 4579,167,159,
Zone 4,9,Person 2534,157,160,Leader
Zone 4,9,Person 4173,157,160,Scribe
Zone 4,9,Person 4159,157,160,Researcher
Zone 4,9,Person 3270,157,160,
Zone 4,9,Person 3412,157,160,
Zone 4,9,Person 3660,157,160,
Zone 4,9,Person 2539,160,161,Leader
Zone 4,9,Person 4230,160,161,Scribe
Zone 4,9,Person 4224,160,161,Researcher
Zone 4,9,Person 817,160,161,
Zone 4,9,Person 4337,160,161,
Zone 4,9,Person 4459,160,161,
Zone 4,9,Person 2541,164,162,Leader
Zone 4,9,Person 4219,164,162,Scribe
Zone 4,9,Person 4215,164,162,Researcher
Zone 4,9,Person 28,164,162,
Zone 4,9,Person 3418,164,162,
Zone 4,9,Person 4487,164,162,
Zone 4,9,Person 2547,161,163,Leader
Zone 4,9,Person 4991,161,163,Scribe
Zone 4,9,Person 2,161,163,Researcher
Zone 4,9,Person 815,161,163,
Zone 4,9,Person 4262,161,163,
Zone 4,9,Person 4508,161,163,
Zone 4,9,Person 2549,162,164,Leader
Zone 4,9,Person 3314,162,164,Scribe
Zone 4,9,Person 4998,162,164,Researcher
Zone 4,9,Person 832,162,164,
Zone 4,9,Person 4349,162,164,
Zone 4,9,Person 4505,162,164,
Zone 4,9,Person 2551,163,165,Leader
Zone 4,9,Person 2596,163,165,Scribe
Zone 4,9,Person 3336,163,165,Researcher
Zone 4,9,Person 3435,163,165,
Zone 4,9,Person 3414,163,165,
Zone 4,9,Person 4548,163,165,
Zone 4,9,Person 2553,165,166,Leader
Zone 4,9,Person 4225,165,166,Scribe
Zone 4,9,Person 40,165,166,Researcher
Zone 4,9,Person 3377,165,166,
Zone 4,9,Person 4297,165,166,
Zone 4,9,Person 4565,165,166,
Zone 4,9,Person 2570,168,167,Leader
Zone 4,9,Person 2611,168,167,Scribe
Zone 4,9,Person 2622,168,167,Researcher
Zone 4,9,Person 2599,168,167,
Zone 4,9,Person 147,168,167,
Zone 4,9,Person 2575,169,168,Leader
Zone 4,9,Person 4274,169,168,Scribe
Zone 4,9,Person 3363,169,168,Researcher
Zone 4,9,Person 4305,169,168,
Zone 4,9,Person 4321,169,168,
Zone 4,9,Person 2578,170,169,Leader
Zone 4,9,Person 4270,170,169,Scribe
Zone 4,9,Person 24,170,169,Researcher
Zone 4,9,Person 64,170,169,
Zone 4,9,Person 3470,170,169,
Zone 4,9,Person 2580,171,170,Leader
Zone 4,9,Person 37,171,170,Scribe
Zone 4,9,Person 14,171,170,Researcher
Zone 4,9,Person 73,171,170,
Zone 4,9,Person 4340,171,170,
Zone 4,9,Person 2582,166,171,Leader
Zone 4,9,Person 3365,166,171,Scribe
Zone 4,9,Person 4287,166,171,Researcher
Zone 4,9,Person 59,166,171,
Zone 4,9,Person 138,166,171,
Zone 4,10,Person 2585,15,1,Leader
Zone 4,10,Person 2582,15,1,Scribe
Zone 4,10,Person 1760,15,1,Researcher
Zone 4,10,Person 2,15,1,
Zone 4,10,Person 107,15,1,
Zone 4,10,Person 883,15,1,
Zone 4,10,Person 2596,16,2,Leader
Zone 4,10,Person 1734,16,2,Scribe
Zone 4,10,Person 911,16,2,Researcher
Zone 4,10,Person 119,16,2,
Zone 4,10,Person 876,16,2,
Zone 4,10,Person 3507,16,2,
Zone 4,10,Person 2597,2,3,Leader
Zone 4,10,Person 1777,2,3,Scribe
Zone 4,10,Person 2570,2,3,Researcher
Zone 4,10,Person 2578,2,3,
Zone 4,10,Person 4349,2,3,
Zone 4,10,Person 138,2,3,
Zone 4,10,Person 2599,3,4,Leader
Zone 4,10,Person 1776,3,4,Scribe
Zone 4,10,Person 1793,3,4,Researcher
Zone 4,10,Person 112,3,4,
Zone 4,10,Person 77,3,4,
Zone 4,10,Person 207,3,4,
Zone 4,10,Person 2603,20,5,Leader
Zone 4,10,Person 1706,20,5,Scribe
Zone 4,10,Person 869,20,5,Researcher
Zone 4,10,Person 97,20,5,
Zone 4,10,Person 861,20,5,
Zone 4,10,Person 901,20,5,
Zone 4,10,Person 2607,1,6,Leader
Zone 4,10,Person 1788,1,6,Scribe
Zone 4,10,Person 1799,1,6,Researcher
Zone 4,10,Person 3451,1,6,
Zone 4,10,Person 926,1,6,
Zone 4,10,Person 4347,1,6,
Zone 4,10,Person 2611,17,7,Leader
Zone 4,10,Person 1736,17,7,Scribe
Zone 4,10,Person 851,17,7,Researcher
Zone 4,10,Person 900,17,7,
Zone 4,10,Person 64,17,7,
Zone 4,10,Person 1705,17,7,
Zone 4,10,Person 2615,5,8,Leader
Zone 4,10,Person 1789,5,8,Scribe
Zone 4,10,Person 850,5,8,Researcher
Zone 4,10,Person 117,5,8,
Zone 4,10,Person 4369,5,8,
Zone 4,10,Person 181,5,8,
Zone 4,10,Person 2622,21,9,Leader
Zone 4,10,Person 1768,21,9,Scribe
Zone 4,10,Person 2575,21,9,Researcher
Zone 4,10,Person 40,21,9,
Zone 4,10,Person 836,21,9,
Zone 4,10,Person 3672,21,9,
Zone 4,10,Person 2625,14,10,Leader
Zone 4,10,Person 1758,14,10,Scribe
Zone 4,10,Person 841,14,10,Researcher
Zone 4,10,Person 1694,14,10,
Zone 4,10,Person 1703,14,10,
Zone 4,10,Person 858,14,10,
Zone 4,10,Person 2628,4,11,Leader
Zone 4,10,Person 1813,4,11,Scribe
Zone 4,10,Person 978,4,11,Researcher
Zone 4,10,Person 182,4,11,
Zone 4,10,Person 171,4,11,
Zone 4,10,Person 920,4,11,
Zone 4,10,Person 2629,8,12,Leader
Zone 4,10,Person 1816,8,12,Scribe
Zone 4,10,Person 932,8,12,Researcher
Zone 4,10,Person 101,8,12,
Zone 4,10,Person 99,8,12,
Zone 4,10,Person 4389,8,12,
Zone 4,10,Person 2632,6,13,Leader
Zone 4,10,Person 1773,6,13,Scribe
Zone 4,10,Person 929,6,13,Researcher
Zone 4,10,Person 872,6,13,
Zone 4,10,Person 183,6,13,
Zone 4,10,Person 3414,6,13,
Zone 4,10,Person 2638,9,14,Leader
Zone 4,10,Person 1796,9,14,Scribe
Zone 4,10,Person 977,9,14,Researcher
Zone 4,10,Person 3438,9,14,
Zone 4,10,Person 154,9,14,
Zone 4,10,Person 4368,9,14,
Zone 4,10,Person 2644,7,15,Leader
Zone 4,10,Person 1819,7,15,Scribe
Zone 4,10,Person 959,7,15,Researcher
Zone 4,10,Person 1885,7,15,
Zone 4,10,Person 4326,7,15,
Zone 4,10,Person 3541,7,15,
Zone 4,10,Person 2656,10,16,Leader
Zone 4,10,Person 1826,10,16,Scribe
Zone 4,10,Person 1824,10,16,Researcher
Zone 4,10,Person 3513,10,16,
Zone 4,10,Person 955,10,16,
Zone 4,10,Person 4407,10,16,
Zone 4,10,Person 2661,11,17,Leader
Zone 4,10,Person 1849,11,17,Scribe
Zone 4,10,Person 963,11,17,Researcher
Zone 4,10,Person 3478,11,17,
Zone 4,10,Person 219,11,17,
Zone 4,10,Person 991,11,17,
Zone 4,10,Person 2663,12,18,Leader
Zone 4,10,Person 1858,12,18,Scribe
Zone 4,10,Person 1004,12,18,Researcher
Zone 4,10,Person 3503,12,18,
Zone 4,10,Person 953,12,18,
Zone 4,10,Person 3486,12,18,
Zone 4,10,Person 2672,13,19,Leader
Zone 4,10,Person 1829,13,19,Scribe
Zone 4,10,Person 1906,13,19,Researcher
Zone 4,10,Person 941,13,19,
Zone 4,10,Person 3516,13,19,
Zone 4,10,Person 1003,13,19,
Zone 4,10,Person 2673,18,20,Leader
Zone 4,10,Person 1882,18,20,Scribe
Zone 4,10,Person 1924,18,20,Researcher
Zone 4,10,Person 4427,18,20,
Zone 4,10,Person 950,18,20,
Zone 4,10,Person 186,18,20,
Zone 4,10,Person 2674,39,21,Leader
Zone 4,10,Person 1883,39,21,Scribe
Zone 4,10,Person 1017,39,21,Researcher
Zone 4,10,Person 3477,39,21,
Zone 4,10,Person 3463,39,21,
Zone 4,10,Person 199,39,21,
Zone 4,10,Person 2677,19,22,Leader
Zone 4,10,Person 1900,19,22,Scribe
Zone 4,10,Person 1917,19,22,Researcher
Zone 4,10,Person 241,19,22,
Zone 4,10,Person 992,19,22,
Zone 4,10,Person 4392,19,22,
Zone 4,10,Person 2682,22,23,Leader
Zone 4,10,Person 1997,22,23,Scribe
Zone 4,10,Person 1947,22,23,Researcher
Zone 4,10,Person 965,22,23,
Zone 4,10,Person 1957,22,23,
Zone 4,10,Person 222,22,23,
Zone 4,10,Person 2693,26,24,Leader
Zone 4,10,Person 2496,26,24,Scribe
Zone 4,10,Person 2487,26,24,Researcher
Zone 4,10,Person 2489,26,24,
Zone 4,10,Person 687,26,24,
Zone 4,10,Person 3494,26,24,
Zone 4,10,Person 2694,24,25,Leader
Zone 4,10,Person 1945,24,25,Scribe
Zone 4,10,Person 1964,24,25,Researcher
Zone 4,10,Person 983,24,25,
Zone 4,10,Person 3601,24,25,
Zone 4,10,Person 251,24,25,
Zone 4,10,Person 2695,32,26,Leader
Zone 4,10,Person 1920,32,26,Scribe
Zone 4,10,Person 1087,32,26,Researcher
Zone 4,10,Person 961,32,26,
Zone 4,10,Person 197,32,26,
Zone 4,10,Person 4364,32,26,
Zone 4,10,Person 2702,23,27,Leader
Zone 4,10,Person 1918,23,27,Scribe
Zone 4,10,Person 1040,23,27,Researcher
Zone 4,10,Person 231,23,27,
Zone 4,10,Person 262,23,27,
Zone 4,10,Person 1058,23,27,
Zone 4,10,Person 2703,25,28,Leader
Zone 4,10,Person 1942,25,28,Scribe
Zone 4,10,Person 1067,25,28,Researcher
Zone 4,10,Person 270,25,28,
Zone 4,10,Person 245,25,28,
Zone 4,10,Person 3608,25,28,
Zone 4,10,Person 2705,27,29,Leader
Zone 4,10,Person 1948,27,29,Scribe
Zone 4,10,Person 1996,27,29,Researcher
Zone 4,10,Person 258,27,29,
Zone 4,10,Person 259,27,29,
Zone 4,10,Person 225,27,29,
Zone 4,10,Person 2708,28,30,Leader
Zone 4,10,Person 1884,28,30,Scribe
Zone 4,10,Person 1340,28,30,Researcher
Zone 4,10,Person 1928,28,30,
Zone 4,10,Person 260,28,30,
Zone 4,10,Person 1931,28,30,
Zone 4,10,Person 2710,29,31,Leader
Zone 4,10,Person 1771,29,31,Scribe
Zone 4,10,Person 1106,29,31,Researcher
Zone 4,10,Person 191,29,31,
Zone 4,10,Person 4314,29,31,
Zone 4,10,Person 4451,29,31,
Zone 4,10,Person 2711,31,32,Leader
Zone 4,10,Person 2006,31,32,Scribe
Zone 4,10,Person 2028,31,32,Researcher
Zone 4,10,Person 3628,31,32,
Zone 4,10,Person 1077,31,32,
Zone 4,10,Person 3703,31,32,
Zone 4,10,Person 2715,35,33,Leader
Zone 4,10,Person 1985,35,33,Scribe
Zone 4,10,Person 1973,35,33,Researcher
Zone 4,10,Person 4508,35,33,
Zone 4,10,Person 1048,35,33,
Zone 4,10,Person 353,35,33,
Zone 4,10,Person 2717,30,34,Leader
Zone 4,10,Person 1995,30,34,Scribe
Zone 4,10,Person 1072,30,34,Researcher
Zone 4,10,Person 4431,30,34,
Zone 4,10,Person 273,30,34,
Zone 4,10,Person 271,30,34,
Zone 4,10,Person 2718,33,35,Leader
Zone 4,10,Person 1966,33,35,Scribe
Zone 4,10,Person 1147,33,35,Researcher
Zone 4,10,Person 3588,33,35,
Zone 4,10,Person 4487,33,35,
Zone 4,10,Person 1028,33,35,
Zone 4,10,Person 2719,34,36,Leader
Zone 4,10,Person 2007,34,36,Scribe
Zone 4,10,Person 1181,34,36,Researcher
Zone 4,10,Person 322,34,36,
Zone 4,10,Person 306,34,36,
Zone 4,10,Person 330,34,36,
Zone 4,10,Person 2723,36,37,Leader
Zone 4,10,Person 2016,36,37,Scribe
Zone 4,10,Person 1079,36,37,Researcher
Zone 4,10,Person 317,36,37,
Zone 4,10,Person 388,36,37,
Zone 4,10,Person 1047,36,37,
Zone 4,10,Person 2724,37,38,Leader
Zone 4,10,Person 2023,37,38,Scribe
Zone 4,10,Person 1234,37,38,Researcher
Zone 4,10,Person 1071,37,38,
Zone 4,10,Person 3640,37,38,
Zone 4,10,Person 1016,37,38,
Zone 4,10,Person 2725,38,39,Leader
Zone 4,10,Person 2039,38,39,Scribe
Zone 4,10,Person 1342,38,39,Researcher
Zone 4,10,Person 300,38,39,
Zone 4,10,Person 3581,38,39,
Zone 4,10,Person 4505,38,39,
Zone 4,10,Person 2727,41,40,Leader
Zone 4,10,Person 2031,41,40,Scribe
Zone 4,10,Person 2047,41,40,Researcher
Zone 4,10,Person 380,41,40,
Zone 4,10,Person 4523,41,40,
Zone 4,10,Person 327,41,40,
Zone 4,10,Person 2730,42,41,Leader
Zone 4,10,Person 2104,42,41,Scribe
Zone 4,10,Person 1222,42,41,Researcher
Zone 4,10,Person 440,42,41,
Zone 4,10,Person 1201,42,41,
Zone 4,10,Person 479,42,41,
Zone 4,10,Person 2735,43,42,Leader
Zone 4,10,Person 2152,43,42,Scribe
Zone 4,10,Person 2144,43,42,Researcher
Zone 4,10,Person 3706,43,42,
Zone 4,10,Person 4612,43,42,
Zone 4,10,Person 4633,43,42,
Zone 4,10,Person 2740,40,43,Leader
Zone 4,10,Person 2024,40,43,Scribe
Zone 4,10,Person 2055,40,43,Researcher
Zone 4,10,Person 390,40,43,
Zone 4,10,Person 1108,40,43,
Zone 4,10,Person 3688,40,43,
Zone 4,10,Person 2749,44,44,Leader
Zone 4,10,Person 2516,44,44,Scribe
Zone 4,10,Person 1658,44,44,Researcher
Zone 4,10,Person 2533,44,44,
Zone 4,10,Person 798,44,44,
Zone 4,10,Person 4423,44,44,
Zone 4,10,Person 2757,45,45,Leader
Zone 4,10,Person 2499,45,45,Scribe
Zone 4,10,Person 1636,45,45,Researcher
Zone 4,10,Person 1626,45,45,
Zone 4,10,Person 1624,45,45,
Zone 4,10,Person 1029,45,45,
Zone 4,10,Person 2759,50,46,Leader
Zone 4,10,Person 2051,50,46,Scribe
Zone 4,10,Person 1117,50,46,Researcher
Zone 4,10,Person 3644,50,46,
Zone 4,10,Person 4531,50,46,
Zone 4,10,Person 4491,50,46,
Zone 4,10,Person 2774,46,47,Leader
Zone 4,10,Person 2044,46,47,Scribe
Zone 4,10,Person 1180,46,47,Researcher
Zone 4,10,Person 367,46,47,
Zone 4,10,Person 355,46,47,
